COOPID, YEAR, MONTH, DAY, PRECIPITATION, MAX TEMP, MIN TEMP, MEAN TEMP
84358,2000,1,1,0.00000,76.00000,53.00000, 64.50000
84358,2000,1,2,0.00000,77.00000,50.00000, 63.50000
84358,2000,1,3,0.00000,79.00000,49.00000, 64.00000
84358,2000,1,4,0.18000,82.00000,56.00000, 69.00000
84358,2000,1,5,0.00000,60.00000,41.00000, 50.50000
84358,2000,1,6,0.00000,70.00000,40.00000, 55.00000
84358,2000,1,7,0.30000,64.00000,48.00000, 56.00000
84358,2000,1,8,0.00000,71.00000,45.00000, 58.00000
84358,2000,1,9,0.00000,80.00000,50.00000, 65.00000
84358,2000,1,10,0.03000,73.00000,54.00000, 63.50000
84358,2000,1,11,0.00000,74.00000,49.00000, 61.50000
84358,2000,1,12,0.00000,76.00000,41.00000, 58.50000
84358,2000,1,13,0.00000,79.00000,43.00000, 61.00000
84358,2000,1,14,0.00000,61.00000,38.00000, 49.50000
84358,2000,1,15,0.00000,58.00000,30.00000, 44.00000
84358,2000,1,16,0.00000,69.00000,33.00000, 51.00000
84358,2000,1,17,0.00000,62.00000,46.00000, 54.00000
84358,2000,1,18,0.01000,74.00000,47.00000, 60.50000
84358,2000,1,19,0.00000,62.00000,50.00000, 56.00000
84358,2000,1,20,0.00000,71.00000,44.00000, 57.50000
84358,2000,1,21,0.00000,53.00000,30.00000, 41.50000
84358,2000,1,22,0.00000,60.00000,27.00000, 43.50000
84358,2000,1,23,1.20000,76.00000,43.00000, 59.50000
84358,2000,1,24,0.35000,60.00000,38.00000, 49.00000
84358,2000,1,25,0.00000,51.00000,32.00000, 41.50000
84358,2000,1,26,0.00000,44.00000,26.00000, 35.00000
84358,2000,1,27,0.00000,47.00000,24.00000, 35.50000
84358,2000,1,28,0.18000,51.00000,30.00000, 40.50000
84358,2000,1,29,0.12000,59.00000,49.00000, 54.00000
84358,2000,1,30,0.40000,75.00000,43.00000, 59.00000
84358,2000,1,31,0.00000,52.00000,36.00000, 44.00000
84358,2000,2,1,0.00000,57.00000,31.00000, 44.00000
84358,2000,2,2,0.00000,57.00000,35.00000, 46.00000
84358,2000,2,3,0.00000,66.00000,32.00000, 49.00000
84358,2000,2,4,0.00000,68.00000,36.00000, 52.00000
84358,2000,2,5,0.00000,53.00000,29.00000, 41.00000
84358,2000,2,6,0.00000,59.00000,26.00000, 42.50000
84358,2000,2,7,0.00000,66.00000,31.00000, 48.50000
84358,2000,2,8,0.00000,65.00000,38.00000, 51.50000
84358,2000,2,9,0.00000,66.00000,43.00000, 54.50000
84358,2000,2,10,0.00000,71.00000,34.00000, 52.50000
84358,2000,2,11,0.00000,76.00000,43.00000, 59.50000
84358,2000,2,12,0.00000,75.00000,55.00000, 65.00000
84358,2000,2,13,0.00000,76.00000,50.00000, 63.00000
84358,2000,2,14,0.77000,69.00000,61.00000, 65.00000
84358,2000,2,15,0.00000,65.00000,45.00000, 55.00000
84358,2000,2,16,0.00000,80.00000,39.00000, 59.50000
84358,2000,2,17,0.00000,80.00000,50.00000, 65.00000
84358,2000,2,18,0.00000,80.00000,52.00000, 66.00000
84358,2000,2,19,0.00000,81.00000,59.00000, 70.00000
84358,2000,2,20,0.00000,69.00000,41.00000, 55.00000
84358,2000,2,21,0.00000,62.00000,35.00000, 48.50000
84358,2000,2,22,0.00000,63.00000,39.00000, 51.00000
84358,2000,2,23,0.00000,71.00000,42.00000, 56.50000
84358,2000,2,24,0.00000,75.00000,50.00000, 62.50000
84358,2000,2,25,0.00000,75.00000,48.00000, 61.50000
84358,2000,2,26,0.00000,77.00000,49.00000, 63.00000
84358,2000,2,27,0.40000,81.00000,50.00000, 65.50000
84358,2000,2,28,0.00000,72.00000,48.00000, 60.00000
84358,2000,2,29,0.00000,71.00000,45.00000, 58.00000
84358,2000,3,1,0.00000,79.00000,48.00000, 63.50000
84358,2000,3,2,0.00000,81.00000,54.00000, 67.50000
84358,2000,3,3,0.00000,80.00000,44.00000, 62.00000
84358,2000,3,4,0.00000,80.00000,52.00000, 66.00000
84358,2000,3,5,0.00000,72.00000,44.00000, 58.00000
84358,2000,3,6,0.00000,78.00000,47.00000, 62.50000
84358,2000,3,7,0.00000,76.00000,46.00000, 61.00000
84358,2000,3,8,0.00000,78.00000,47.00000, 62.50000
84358,2000,3,9,0.00000,82.00000,53.00000, 67.50000
84358,2000,3,10,0.00000,82.00000,52.00000, 67.00000
84358,2000,3,11,0.00000,85.00000,57.00000, 71.00000
84358,2000,3,12,0.16000,69.00000,45.00000, 57.00000
84358,2000,3,13,0.00000,67.00000,35.00000, 51.00000
84358,2000,3,14,0.00000,69.00000,43.00000, 56.00000
84358,2000,3,15,0.00000,74.00000,49.00000, 61.50000
84358,2000,3,16,0.16000,84.00000,59.00000, 71.50000
84358,2000,3,17,0.00000,78.00000,58.00000, 68.00000
84358,2000,3,18,0.02000,65.00000,55.00000, 60.00000
84358,2000,3,19,0.19000,73.00000,58.00000, 65.50000
84358,2000,3,20,0.06000,80.00000,55.00000, 67.50000
84358,2000,3,21,0.00000,78.00000,48.00000, 63.00000
84358,2000,3,22,0.00000,73.00000,50.00000, 61.50000
84358,2000,3,23,0.00000,63.00000,48.00000, 55.50000
84358,2000,3,24,0.00000,71.00000,49.00000, 60.00000
84358,2000,3,25,0.00000,80.00000,44.00000, 62.00000
84358,2000,3,26,0.38000,79.00000,58.00000, 68.50000
84358,2000,3,27,0.27000,78.00000,59.00000, 68.50000
84358,2000,3,28,0.00000,78.00000,50.00000, 64.00000
84358,2000,3,29,0.00000,85.00000,51.00000, 68.00000
84358,2000,3,30,0.55000,79.00000,60.00000, 69.50000
84358,2000,3,31,0.00000,75.00000,60.00000, 67.50000
84358,2000,4,1,0.00000,78.00000,55.00000, 66.50000
84358,2000,4,2,0.00000,82.00000,63.00000, 72.50000
84358,2000,4,3,0.00000,83.00000,63.00000, 73.00000
84358,2000,4,4,0.00000,73.00000,49.00000, 61.00000
84358,2000,4,5,0.00000,67.00000,38.00000, 52.50000
84358,2000,4,6,0.00000,78.00000,38.00000, 58.00000
84358,2000,4,7,0.00000,79.00000,47.00000, 63.00000
84358,2000,4,8,0.29000,83.00000,46.00000, 64.50000
84358,2000,4,9,0.00000,67.00000,37.00000, 52.00000
84358,2000,4,10,0.00000,73.00000,37.00000, 55.00000
84358,2000,4,11,0.00000,78.00000,49.00000, 63.50000
84358,2000,4,12,0.00000,81.00000,54.00000, 67.50000
84358,2000,4,13,0.00000,75.00000,57.00000, 66.00000
84358,2000,4,14,1.02000,57.00000,52.00000, 54.50000
84358,2000,4,15,0.00000,77.00000,54.00000, 65.50000
84358,2000,4,16,0.00000,83.00000,59.00000, 71.00000
84358,2000,4,17,0.00000,85.00000,59.00000, 72.00000
84358,2000,4,18,0.00000,79.00000,54.00000, 66.50000
84358,2000,4,19,0.00000,78.00000,51.00000, 64.50000
84358,2000,4,20,0.00000,81.00000,53.00000, 67.00000
84358,2000,4,21,0.00000,87.00000,61.00000, 74.00000
84358,2000,4,22,0.00000,76.00000,50.00000, 63.00000
84358,2000,4,23,0.00000,78.00000,44.00000, 61.00000
84358,2000,4,24,0.91000,84.00000,57.00000, 70.50000
84358,2000,4,25,0.00000,75.00000,54.00000, 64.50000
84358,2000,4,26,0.00000,74.00000,50.00000, 62.00000
84358,2000,4,27,0.00000,80.00000,50.00000, 65.00000
84358,2000,4,28,0.38000,78.00000,60.00000, 69.00000
84358,2000,4,29,0.00000,78.00000,53.00000, 65.50000
84358,2000,4,30,0.00000,76.00000,51.00000, 63.50000
84358,2000,5,1,0.00000,80.00000,47.00000, 63.50000
84358,2000,5,2,0.00000,84.00000,58.00000, 71.00000
84358,2000,5,3,0.00000,82.00000,58.00000, 70.00000
84358,2000,5,4,0.00000,81.00000,60.00000, 70.50000
84358,2000,5,5,0.00000,82.00000,60.00000, 71.00000
84358,2000,5,6,0.00000,81.00000,57.00000, 69.00000
84358,2000,5,7,0.00000,81.00000,54.00000, 67.50000
84358,2000,5,8,0.00000,83.00000,54.00000, 68.50000
84358,2000,5,9,0.03000,87.00000,60.00000, 73.50000
84358,2000,5,10,0.00000,90.00000,65.00000, 77.50000
84358,2000,5,11,0.00000,93.00000,66.00000, 79.50000
84358,2000,5,12,0.00000,93.00000,67.00000, 80.00000
84358,2000,5,13,0.00000,93.00000,64.00000, 78.50000
84358,2000,5,14,1.06000,92.00000,66.00000, 79.00000
84358,2000,5,15,0.01000,81.00000,63.00000, 72.00000
84358,2000,5,16,0.00000,81.00000,62.00000, 71.50000
84358,2000,5,17,0.00000,85.00000,60.00000, 72.50000
84358,2000,5,18,0.00000,87.00000,63.00000, 75.00000
84358,2000,5,19,0.00000,89.00000,64.00000, 76.50000
84358,2000,5,20,0.00000,92.00000,67.00000, 79.50000
84358,2000,5,21,0.00000,90.00000,65.00000, 77.50000
84358,2000,5,22,0.02000,86.00000,67.00000, 76.50000
84358,2000,5,23,0.00000,92.00000,66.00000, 79.00000
84358,2000,5,24,0.00000,94.00000,71.00000, 82.50000
84358,2000,5,25,0.00000,95.00000,73.00000, 84.00000
84358,2000,5,26,0.01000,94.00000,73.00000, 83.50000
84358,2000,5,27,0.00000,95.00000,72.00000, 83.50000
84358,2000,5,28,0.00000,97.00000,72.00000, 84.50000
84358,2000,5,29,0.01000,91.00000,74.00000, 82.50000
84358,2000,5,30,0.01000,79.00000,61.00000, 70.00000
84358,2000,5,31,0.00000,81.00000,59.00000, 70.00000
84358,2000,6,1,0.00000,88.00000,59.00000, 73.50000
84358,2000,6,2,0.00000,93.00000,65.00000, 79.00000
84358,2000,6,3,0.00000,97.00000,70.00000, 83.50000
84358,2000,6,4,0.00000,97.00000,72.00000, 84.50000
84358,2000,6,5,0.22000,94.00000,67.00000, 80.50000
84358,2000,6,6,0.00000,90.00000,67.00000, 78.50000
84358,2000,6,7,0.00000,81.00000,61.00000, 71.00000
84358,2000,6,8,0.00000,85.00000,61.00000, 73.00000
84358,2000,6,9,0.00000,85.00000,59.00000, 72.00000
84358,2000,6,10,0.00000,85.00000,60.00000, 72.50000
84358,2000,6,11,0.07000,84.00000,67.00000, 75.50000
84358,2000,6,12,0.01000,89.00000,67.00000, 78.00000
84358,2000,6,13,0.00000,93.00000,70.00000, 81.50000
84358,2000,6,14,0.00000,93.00000,71.00000, 82.00000
84358,2000,6,15,0.33000,94.00000,71.00000, 82.50000
84358,2000,6,16,0.37000,92.00000,70.00000, 81.00000
84358,2000,6,17,0.00000,93.00000,74.00000, 83.50000
84358,2000,6,18,0.00000,93.00000,71.00000, 82.00000
84358,2000,6,19,0.00000,94.00000,67.00000, 80.50000
84358,2000,6,20,0.05000,94.00000,71.00000, 82.50000
84358,2000,6,21,0.00000,88.00000,70.00000, 79.00000
84358,2000,6,22,0.18000,89.00000,72.00000, 80.50000
84358,2000,6,23,0.05000,88.00000,70.00000, 79.00000
84358,2000,6,24,0.00000,89.00000,66.00000, 77.50000
84358,2000,6,25,0.00000,90.00000,67.00000, 78.50000
84358,2000,6,26,0.00000,89.00000,69.00000, 79.00000
84358,2000,6,27,0.53000,89.00000,71.00000, 80.00000
84358,2000,6,28,0.02000,88.00000,68.00000, 78.00000
84358,2000,6,29,0.30000,87.00000,71.00000, 79.00000
84358,2000,6,30,0.30000,89.00000,72.00000, 80.50000
84358,2000,7,1,0.00000,87.00000,68.00000, 77.50000
84358,2000,7,2,0.00000,86.00000,65.00000, 75.50000
84358,2000,7,3,0.00000,87.00000,63.00000, 75.00000
84358,2000,7,4,0.00000,89.00000,65.00000, 77.00000
84358,2000,7,5,0.00000,96.00000,66.00000, 81.00000
84358,2000,7,6,0.00000,97.00000,71.00000, 84.00000
84358,2000,7,7,0.17000,98.00000,75.00000, 86.50000
84358,2000,7,8,0.00000,89.00000,75.00000, 82.00000
84358,2000,7,9,0.00000,89.00000,71.00000, 80.00000
84358,2000,7,10,0.00000,95.00000,65.00000, 80.00000
84358,2000,7,11,0.29000,98.00000,70.00000, 84.00000
84358,2000,7,12,0.01000,87.00000,71.00000, 79.00000
84358,2000,7,13,0.00000,95.00000,70.00000, 82.50000
84358,2000,7,14,0.40000,95.00000,75.00000, 85.00000
84358,2000,7,15,0.00000,98.00000,76.00000, 87.00000
84358,2000,7,16,0.00000,91.00000,73.00000, 82.00000
84358,2000,7,17,0.00000,98.00000,74.00000, 86.00000
84358,2000,7,18,0.00000,98.00000,72.00000, 85.00000
84358,2000,7,19,0.00000,101.00000,70.00000, 85.50000
84358,2000,7,20,0.03000,103.00000,72.00000, 87.50000
84358,2000,7,21,0.00000,99.00000,72.00000, 85.50000
84358,2000,7,22,1.82000,93.00000,72.00000, 82.50000
84358,2000,7,23,0.00000,87.00000,73.00000, 80.00000
84358,2000,7,24,1.07000,84.00000,69.00000, 76.50000
84358,2000,7,25,1.87000,89.00000,67.00000, 78.00000
84358,2000,7,26,0.01000,88.00000,67.00000, 77.50000
84358,2000,7,27,0.00000,88.00000,71.00000, 79.50000
84358,2000,7,28,0.02000,89.00000,72.00000, 80.50000
84358,2000,7,29,0.00000,90.00000,69.00000, 79.50000
84358,2000,7,30,0.00000,89.00000,71.00000, 80.00000
84358,2000,7,31,0.00000,92.00000,71.00000, 81.50000
84358,2000,8,1,0.05000,91.00000,74.00000, 82.50000
84358,2000,8,2,0.05000,92.00000,71.00000, 81.50000
84358,2000,8,3,0.01000,90.00000,71.00000, 80.50000
84358,2000,8,4,0.50000,90.00000,72.00000, 81.00000
84358,2000,8,5,0.00000,93.00000,74.00000, 83.50000
84358,2000,8,6,0.00000,92.00000,72.00000, 82.00000
84358,2000,8,7,0.00000,92.00000,71.00000, 81.50000
84358,2000,8,8,0.00000,93.00000,73.00000, 83.00000
84358,2000,8,9,0.21000,94.00000,72.00000, 83.00000
84358,2000,8,10,0.00000,93.00000,71.00000, 82.00000
84358,2000,8,11,0.31000,95.00000,74.00000, 84.50000
84358,2000,8,12,0.15000,89.00000,74.00000, 81.50000
84358,2000,8,13,0.00000,91.00000,68.00000, 79.50000
84358,2000,8,14,0.00000,93.00000,69.00000, 81.00000
84358,2000,8,15,0.30000,92.00000,69.00000, 80.50000
84358,2000,8,16,0.00000,91.00000,69.00000, 80.00000
84358,2000,8,17,0.00000,94.00000,71.00000, 82.50000
84358,2000,8,18,0.00000,96.00000,72.00000, 84.00000
84358,2000,8,19,1.00000,93.00000,71.00000, 82.00000
84358,2000,8,20,0.00000,90.00000,71.00000, 80.50000
84358,2000,8,21,0.00000,86.00000,76.00000, 81.00000
84358,2000,8,22,0.08000,88.00000,72.00000, 80.00000
84358,2000,8,23,0.00000,88.00000,69.00000, 78.50000
84358,2000,8,24,0.00000,91.00000,70.00000, 80.50000
84358,2000,8,25,0.01000,95.00000,70.00000, 82.50000
84358,2000,8,26,0.00000,92.00000,67.00000, 79.50000
84358,2000,8,27,0.00000,92.00000,72.00000, 82.00000
84358,2000,8,28,0.02000,94.00000,74.00000, 84.00000
84358,2000,8,29,1.97000,88.00000,72.00000, 80.00000
84358,2000,8,30,0.00000,87.00000,71.00000, 79.00000
84358,2000,8,31,2.72000,88.00000,71.00000, 79.50000
84358,2000,9,1,0.12000,88.00000,72.00000, 80.00000
84358,2000,9,2,0.09000,87.00000,74.00000, 80.50000
84358,2000,9,3,0.08000,91.00000,74.00000, 82.50000
84358,2000,9,4,0.00000,90.00000,73.00000, 81.50000
84358,2000,9,5,0.91000,87.00000,72.00000, 79.50000
84358,2000,9,6,4.08000,79.00000,72.00000, 75.50000
84358,2000,9,7,1.64000,81.00000,71.00000, 76.00000
84358,2000,9,8,0.33000,87.00000,73.00000, 80.00000
84358,2000,9,9,0.60000,86.00000,75.00000, 80.50000
84358,2000,9,10,0.01000,86.00000,72.00000, 79.00000
84358,2000,9,11,0.00000,86.00000,69.00000, 77.50000
84358,2000,9,12,0.00000,87.00000,70.00000, 78.50000
84358,2000,9,13,0.00000,90.00000,71.00000, 80.50000
84358,2000,9,14,0.13000,91.00000,71.00000, 81.00000
84358,2000,9,15,0.00000,91.00000,72.00000, 81.50000
84358,2000,9,16,0.20000,84.00000,70.00000, 77.00000
84358,2000,9,17,0.81000,77.00000,70.00000, 73.50000
84358,2000,9,18,0.00000,76.00000,65.00000, 70.50000
84358,2000,9,19,0.00000,81.00000,62.00000, 71.50000
84358,2000,9,20,0.50000,87.00000,72.00000, 79.50000
84358,2000,9,21,0.00000,89.00000,74.00000, 81.50000
84358,2000,9,22,0.11000,82.00000,76.00000, 79.00000
84358,2000,9,23,0.00000,88.00000,74.00000, 81.00000
84358,2000,9,24,0.00000,91.00000,72.00000, 81.50000
84358,2000,9,25,0.00000,91.00000,74.00000, 82.50000
84358,2000,9,26,0.00000,81.00000,65.00000, 73.00000
84358,2000,9,27,0.00000,72.00000,65.00000, 68.50000
84358,2000,9,28,0.00000,80.00000,63.00000, 71.50000
84358,2000,9,29,0.93000,80.00000,63.00000, 71.50000
84358,2000,9,30,1.10000,77.00000,68.00000, 72.50000
84358,2000,10,1,0.01000,79.00000,62.00000, 70.50000
84358,2000,10,2,0.00000,79.00000,59.00000, 69.00000
84358,2000,10,3,0.00000,81.00000,58.00000, 69.50000
84358,2000,10,4,0.07000,86.00000,72.00000, 79.00000
84358,2000,10,5,0.00000,88.00000,70.00000, 79.00000
84358,2000,10,6,0.07000,91.00000,69.00000, 80.00000
84358,2000,10,7,0.00000,78.00000,68.00000, 73.00000
84358,2000,10,8,0.00000,73.00000,55.00000, 64.00000
84358,2000,10,9,0.00000,62.00000,46.00000, 54.00000
84358,2000,10,10,0.00000,66.00000,46.00000, 56.00000
84358,2000,10,11,0.00000,73.00000,49.00000, 61.00000
84358,2000,10,12,0.00000,77.00000,50.00000, 63.50000
84358,2000,10,13,0.00000,77.00000,51.00000, 64.00000
84358,2000,10,14,0.00000,79.00000,51.00000, 65.00000
84358,2000,10,15,0.00000,81.00000,47.00000, 64.00000
84358,2000,10,16,0.00000,82.00000,47.00000, 64.50000
84358,2000,10,17,0.00000,81.00000,48.00000, 64.50000
84358,2000,10,18,0.00000,83.00000,52.00000, 67.50000
84358,2000,10,19,0.00000,83.00000,54.00000, 68.50000
84358,2000,10,20,0.07000,74.00000,63.00000, 68.50000
84358,2000,10,21,0.00000,80.00000,60.00000, 70.00000
84358,2000,10,22,0.00000,79.00000,62.00000, 70.50000
84358,2000,10,23,0.01000,77.00000,64.00000, 70.50000
84358,2000,10,24,0.00000,76.00000,58.00000, 67.00000
84358,2000,10,25,0.00000,78.00000,56.00000, 67.00000
84358,2000,10,26,0.00000,78.00000,58.00000, 68.00000
84358,2000,10,27,0.00000,78.00000,54.00000, 66.00000
84358,2000,10,28,0.00000,85.00000,53.00000, 69.00000
84358,2000,10,29,0.00000,81.00000,57.00000, 69.00000
84358,2000,10,30,0.00000,77.00000,53.00000, 65.00000
84358,2000,10,31,0.00000,80.00000,48.00000, 64.00000
84358,2000,11,1,0.00000,78.00000,51.00000, 64.50000
84358,2000,11,2,0.00000,81.00000,50.00000, 65.50000
84358,2000,11,3,0.00000,82.00000,52.00000, 67.00000
84358,2000,11,4,0.00000,84.00000,57.00000, 70.50000
84358,2000,11,5,0.00000,79.00000,59.00000, 69.00000
84358,2000,11,6,0.00000,80.00000,56.00000, 68.00000
84358,2000,11,7,0.00000,82.00000,61.00000, 71.50000
84358,2000,11,8,0.00000,84.00000,61.00000, 72.50000
84358,2000,11,9,0.00000,81.00000,67.00000, 74.00000
84358,2000,11,10,0.00000,75.00000,50.00000, 62.50000
84358,2000,11,11,0.00000,70.00000,44.00000, 57.00000
84358,2000,11,12,0.00000,72.00000,41.00000, 56.50000
84358,2000,11,13,0.00000,76.00000,46.00000, 61.00000
84358,2000,11,14,0.03000,70.00000,42.00000, 56.00000
84358,2000,11,15,0.00000,63.00000,33.00000, 48.00000
84358,2000,11,16,0.00000,74.00000,36.00000, 55.00000
84358,2000,11,17,0.00000,72.00000,57.00000, 64.50000
84358,2000,11,18,0.00000,57.00000,49.00000, 53.00000
84358,2000,11,19,0.12000,72.00000,45.00000, 58.50000
84358,2000,11,20,0.00000,60.00000,40.00000, 50.00000
84358,2000,11,21,0.00000,54.00000,32.00000, 43.00000
84358,2000,11,22,0.00000,58.00000,25.00000, 41.50000
84358,2000,11,23,0.00000,59.00000,28.00000, 43.50000
84358,2000,11,24,0.48000,75.00000,40.00000, 57.50000
84358,2000,11,25,0.88000,77.00000,64.00000, 70.50000
84358,2000,11,26,0.04000,64.00000,48.00000, 56.00000
84358,2000,11,27,0.00000,66.00000,41.00000, 53.50000
84358,2000,11,28,0.00000,67.00000,36.00000, 51.50000
84358,2000,11,29,0.00000,66.00000,44.00000, 55.00000
84358,2000,11,30,0.00000,64.00000,37.00000, 50.50000
84358,2000,12,1,0.00000,67.00000,34.00000, 50.50000
84358,2000,12,2,0.00000,69.00000,46.00000, 57.50000
84358,2000,12,3,0.00000,53.00000,39.00000, 46.00000
84358,2000,12,4,0.00000,53.00000,34.00000, 43.50000
84358,2000,12,5,0.00000,59.00000,31.00000, 45.00000
84358,2000,12,6,0.00000,62.00000,28.00000, 45.00000
84358,2000,12,7,0.00000,64.00000,31.00000, 47.50000
84358,2000,12,8,0.00000,71.00000,38.00000, 54.50000
84358,2000,12,9,0.00000,69.00000,54.00000, 61.50000
84358,2000,12,10,0.00000,71.00000,53.00000, 62.00000
84358,2000,12,11,0.00000,67.00000,53.00000, 60.00000
84358,2000,12,12,0.00000,72.00000,58.00000, 65.00000
84358,2000,12,13,0.00000,68.00000,50.00000, 59.00000
84358,2000,12,14,0.00000,80.00000,57.00000, 68.50000
84358,2000,12,15,0.00000,70.00000,57.00000, 63.50000
84358,2000,12,16,0.00000,80.00000,58.00000, 69.00000
84358,2000,12,17,0.11000,72.00000,33.00000, 52.50000
84358,2000,12,18,0.00000,58.00000,26.00000, 42.00000
84358,2000,12,19,0.03000,43.00000,30.00000, 36.50000
84358,2000,12,20,0.00000,42.00000,21.00000, 31.50000
84358,2000,12,21,0.00000,58.00000,23.00000, 40.50000
84358,2000,12,22,0.00000,58.00000,31.00000, 44.50000
84358,2000,12,23,0.00000,55.00000,27.00000, 41.00000
84358,2000,12,24,0.00000,60.00000,35.00000, 47.50000
84358,2000,12,25,0.00000,55.00000,32.00000, 43.50000
84358,2000,12,26,0.00000,55.00000,35.00000, 45.00000
84358,2000,12,27,0.00000,71.00000,38.00000, 54.50000
84358,2000,12,28,1.23000,59.00000,41.00000, 50.00000
84358,2000,12,29,0.00000,52.00000,35.00000, 43.50000
84358,2000,12,30,0.00000,44.00000,26.00000, 35.00000
84358,2000,12,31,0.00000,45.00000,21.00000, 33.00000
84358,2001,1,1,0.00000,51.00000,22.00000, 36.50000
84358,2001,1,2,0.00000,46.00000,22.00000, 34.00000
84358,2001,1,3,0.00000,48.00000,24.00000, 36.00000
84358,2001,1,4,0.00000,51.00000,23.00000, 37.00000
84358,2001,1,5,0.00000,62.00000,25.00000, 43.50000
84358,2001,1,6,0.00000,63.00000,33.00000, 48.00000
84358,2001,1,7,0.00000,67.00000,28.00000, 47.50000
84358,2001,1,8,0.06000,70.00000,43.00000, 56.50000
84358,2001,1,9,0.00000,48.00000,28.00000, 38.00000
84358,2001,1,10,0.00000,54.00000,23.00000, 38.50000
84358,2001,1,11,0.05000,66.00000,30.00000, 48.00000
84358,2001,1,12,0.07000,67.00000,47.00000, 57.00000
84358,2001,1,13,0.00000,60.00000,43.00000, 51.50000
84358,2001,1,14,0.00000,65.00000,44.00000, 54.50000
84358,2001,1,15,0.00000,75.00000,43.00000, 59.00000
84358,2001,1,16,0.00000,71.00000,47.00000, 59.00000
84358,2001,1,17,0.00000,70.00000,53.00000, 61.50000
84358,2001,1,18,0.00000,75.00000,53.00000, 64.00000
84358,2001,1,19,0.00000,83.00000,57.00000, 70.00000
84358,2001,1,20,0.17000,72.00000,35.00000, 53.50000
84358,2001,1,21,0.00000,51.00000,27.00000, 39.00000
84358,2001,1,22,0.00000,54.00000,31.00000, 42.50000
84358,2001,1,23,0.28000,59.00000,34.00000, 46.50000
84358,2001,1,24,0.00000,64.00000,29.00000, 46.50000
84358,2001,1,25,0.00000,58.00000,30.00000, 44.00000
84358,2001,1,26,0.00000,60.00000,26.00000, 43.00000
84358,2001,1,27,0.00000,71.00000,34.00000, 52.50000
84358,2001,1,28,0.00000,72.00000,40.00000, 56.00000
84358,2001,1,29,0.00000,74.00000,40.00000, 57.00000
84358,2001,1,30,0.14000,68.00000,60.00000, 64.00000
84358,2001,1,31,0.14000,69.00000,56.00000, 62.50000
84358,2001,2,1,0.04000,63.00000,53.00000, 58.00000
84358,2001,2,2,0.16000,56.00000,47.00000, 51.50000
84358,2001,2,3,0.00000,56.00000,42.00000, 49.00000
84358,2001,2,4,0.39000,52.00000,45.00000, 48.50000
84358,2001,2,5,0.00000,65.00000,39.00000, 52.00000
84358,2001,2,6,0.00000,68.00000,33.00000, 50.50000
84358,2001,2,7,0.00000,72.00000,34.00000, 53.00000
84358,2001,2,8,0.00000,75.00000,42.00000, 58.50000
84358,2001,2,9,0.00000,78.00000,48.00000, 63.00000
84358,2001,2,10,0.01000,75.00000,59.00000, 67.00000
84358,2001,2,11,0.00000,64.00000,54.00000, 59.00000
84358,2001,2,12,0.00000,57.00000,49.00000, 53.00000
84358,2001,2,13,0.00000,59.00000,49.00000, 54.00000
84358,2001,2,14,0.00000,80.00000,54.00000, 67.00000
84358,2001,2,15,0.00000,83.00000,55.00000, 69.00000
84358,2001,2,16,0.00000,83.00000,56.00000, 69.50000
84358,2001,2,17,0.07000,69.00000,49.00000, 59.00000
84358,2001,2,18,0.00000,62.00000,39.00000, 50.50000
84358,2001,2,19,0.00000,69.00000,38.00000, 53.50000
84358,2001,2,20,0.00000,78.00000,45.00000, 61.50000
84358,2001,2,21,0.00000,79.00000,56.00000, 67.50000
84358,2001,2,22,0.00000,81.00000,59.00000, 70.00000
84358,2001,2,23,0.01000,63.00000,53.00000, 58.00000
84358,2001,2,24,0.00000,73.00000,55.00000, 64.00000
84358,2001,2,25,0.00000,85.00000,63.00000, 74.00000
84358,2001,2,26,0.00000,81.00000,60.00000, 70.50000
84358,2001,2,27,0.00000,80.00000,54.00000, 67.00000
84358,2001,2,28,0.00000,83.00000,60.00000, 71.50000
84358,2001,2,29,-99.99000,-99.90000,-99.90000, -99.90000
84358,2001,3,1,0.00000,75.00000,59.00000, 67.00000
84358,2001,3,2,0.08000,82.00000,59.00000, 70.50000
84358,2001,3,3,0.00000,86.00000,65.00000, 75.50000
84358,2001,3,4,1.31000,73.00000,57.00000, 65.00000
84358,2001,3,5,0.00000,64.00000,48.00000, 56.00000
84358,2001,3,6,0.00000,59.00000,40.00000, 49.50000
84358,2001,3,7,0.00000,65.00000,33.00000, 49.00000
84358,2001,3,8,0.00000,68.00000,32.00000, 50.00000
84358,2001,3,9,0.25000,72.00000,40.00000, 56.00000
84358,2001,3,10,0.01000,62.00000,46.00000, 54.00000
84358,2001,3,11,0.00000,75.00000,46.00000, 60.50000
84358,2001,3,12,0.00000,82.00000,55.00000, 68.50000
84358,2001,3,13,0.80000,81.00000,59.00000, 70.00000
84358,2001,3,14,0.07000,72.00000,55.00000, 63.50000
84358,2001,3,15,0.12000,83.00000,56.00000, 69.50000
84358,2001,3,16,0.39000,81.00000,60.00000, 70.50000
84358,2001,3,17,0.00000,64.00000,53.00000, 58.50000
84358,2001,3,18,0.41000,55.00000,50.00000, 52.50000
84358,2001,3,19,0.90000,62.00000,55.00000, 58.50000
84358,2001,3,20,0.47000,70.00000,49.00000, 59.50000
84358,2001,3,21,0.00000,55.00000,42.00000, 48.50000
84358,2001,3,22,0.00000,71.00000,43.00000, 57.00000
84358,2001,3,23,0.00000,69.00000,45.00000, 57.00000
